Media,Model,Treatment,Initial Density,Days of incubation,E. huxleyi per mL
f/2,Temperate with phenomenological induction,Preinfected,to the second,19,7248
f/2,Temperate with phenomenological induction,Preinfected,to the third,19,952
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,19,108
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,19,7
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,19,25380
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,19,4487
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,19,617
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,19,77
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,19,7
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,20,6366704
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,20,565
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,20,133
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,20,15
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,20,5
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,20,6366705
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,20,6488958
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,20,6498133
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,20,6499685
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,20,6499948
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,20,6366659
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,20,413
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,20,145
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,20,21
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,20,5
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,20,1041
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,20,318
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,20,38
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,20,3
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,20,5
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,20,247
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,20,31
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,20,3
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,20,1
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,20,5
f/2,Virulent lytic-only,Uninfected,to the first,20,6366705
f/2,Virulent lytic-only,Uninfected,to the second,20,6488958
f/2,Virulent lytic-only,Uninfected,to the third,20,6498133
f/2,Virulent lytic-only,Uninfected,to the fourth,20,6499685
f/2,Virulent lytic-only,Uninfected,to the fifth,20,6499948
f/2,Virulent lytic-only,Preinfected,to the first,20,23847
f/2,Virulent lytic-only,Preinfected,to the second,20,2573
f/2,Virulent lytic-only,Preinfected,to the third,20,3304
f/2,Virulent lytic-only,Preinfected,to the fourth,20,0
f/2,Virulent lytic-only,Preinfected,to the fifth,20,5
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,20,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,20,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,20,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,20,5
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,20,26779
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,20,4291
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,20,524
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,20,55
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,20,5
f/2,Temperate with phenomenological induction,Uninfected,to the first,20,6366705
f/2,Temperate with phenomenological induction,Uninfected,to the second,20,6488958
f/2,Temperate with phenomenological induction,Uninfected,to the third,20,6498133
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,20,6499685
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,20,6499948
f/2,Temperate with phenomenological induction,Preinfected,to the first,20,26168
f/2,Temperate with phenomenological induction,Preinfected,to the second,20,4418
f/2,Temperate with phenomenological induction,Preinfected,to the third,20,581
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,20,66
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,20,5
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,20,15470
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,20,2735
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,20,376
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,20,47
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,20,5
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,21,6434039
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,21,343
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,21,89
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,21,10
f/2,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,21,3
f/2,Temperate with autophagy-triggered induction,Uninfected,to the first,21,6434039
f/2,Temperate with autophagy-triggered induction,Uninfected,to the second,21,6494857
f/2,Temperate with autophagy-triggered induction,Uninfected,to the third,21,6499131
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fourth,21,6499854
f/2,Temperate with autophagy-triggered induction,Uninfected,to the fifth,21,6499976
f/2,Temperate with autophagy-triggered induction,Preinfected,to the first,21,6434021
f/2,Temperate with autophagy-triggered induction,Preinfected,to the second,21,271
f/2,Temperate with autophagy-triggered induction,Preinfected,to the third,21,96
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fourth,21,13
f/2,Temperate with autophagy-triggered induction,Preinfected,to the fifth,21,3
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,21,674
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,21,213
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,21,24
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,21,2
f/2,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,21,3
f/2,Virulent lytic-only,10:1 Co-incubation,to the first,21,148
f/2,Virulent lytic-only,10:1 Co-incubation,to the second,21,19
f/2,Virulent lytic-only,10:1 Co-incubation,to the third,21,2
f/2,Virulent lytic-only,10:1 Co-incubation,to the fourth,21,1
f/2,Virulent lytic-only,10:1 Co-incubation,to the fifth,21,3
f/2,Virulent lytic-only,Uninfected,to the first,21,6434039
f/2,Virulent lytic-only,Uninfected,to the second,21,6494857
f/2,Virulent lytic-only,Uninfected,to the third,21,6499131
f/2,Virulent lytic-only,Uninfected,to the fourth,21,6499854
f/2,Virulent lytic-only,Uninfected,to the fifth,21,6499976
f/2,Virulent lytic-only,Preinfected,to the first,21,14322
f/2,Virulent lytic-only,Preinfected,to the second,21,1545
f/2,Virulent lytic-only,Preinfected,to the third,21,1984
f/2,Virulent lytic-only,Preinfected,to the fourth,21,0
f/2,Virulent lytic-only,Preinfected,to the fifth,21,3
f/2,Virulent lytic-only,Preinfected with added viruses,to the second,21,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the third,21,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fourth,21,0
f/2,Virulent lytic-only,Preinfected with added viruses,to the fifth,21,3
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the first,21,16081
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the second,21,2577
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the third,21,315
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,21,33
f/2,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,21,3
f/2,Temperate with phenomenological induction,Uninfected,to the first,21,6434039
f/2,Temperate with phenomenological induction,Uninfected,to the second,21,6494857
f/2,Temperate with phenomenological induction,Uninfected,to the third,21,6499131
f/2,Temperate with phenomenological induction,Uninfected,to the fourth,21,6499854
f/2,Temperate with phenomenological induction,Uninfected,to the fifth,21,6499976
f/2,Temperate with phenomenological induction,Preinfected,to the first,21,15714
f/2,Temperate with phenomenological induction,Preinfected,to the second,21,2653
f/2,Temperate with phenomenological induction,Preinfected,to the third,21,349
f/2,Temperate with phenomenological induction,Preinfected,to the fourth,21,39
f/2,Temperate with phenomenological induction,Preinfected,to the fifth,21,3
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the first,21,9290
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the second,21,1642
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the third,21,226
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,21,28
f/2,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,21,3
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,0,10
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,0,101
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,0,1011
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,0,10110
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,0,100857
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,0,10
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,0,101
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,0,1011
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,0,10110
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,0,101088
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,0,10
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,0,101
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,0,1011
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,0,10110
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,0,99254
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,0,10
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,0,101
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,0,1011
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,0,10110
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,0,99254
SW,Virulent lytic-only,10:1 Co-incubation,to the first,0,10
SW,Virulent lytic-only,10:1 Co-incubation,to the second,0,101
SW,Virulent lytic-only,10:1 Co-incubation,to the third,0,1011
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,0,10107
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,0,100857
SW,Virulent lytic-only,Uninfected,to the first,0,10
SW,Virulent lytic-only,Uninfected,to the second,0,101
SW,Virulent lytic-only,Uninfected,to the third,0,1011
SW,Virulent lytic-only,Uninfected,to the fourth,0,10110
SW,Virulent lytic-only,Uninfected,to the fifth,0,101088
SW,Virulent lytic-only,Preinfected,to the first,0,10
SW,Virulent lytic-only,Preinfected,to the second,0,99
SW,Virulent lytic-only,Preinfected,to the third,0,993
SW,Virulent lytic-only,Preinfected,to the fourth,0,9925
SW,Virulent lytic-only,Preinfected,to the fifth,0,99254
SW,Virulent lytic-only,Preinfected with added viruses,to the first,0,10
SW,Virulent lytic-only,Preinfected with added viruses,to the second,0,99
SW,Virulent lytic-only,Preinfected with added viruses,to the third,0,993
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,0,9925
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,0,99254
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,0,10
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,0,101
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,0,1011
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,0,10110
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,0,100857
SW,Temperate with phenomenological induction,Uninfected,to the first,0,10
SW,Temperate with phenomenological induction,Uninfected,to the second,0,101
SW,Temperate with phenomenological induction,Uninfected,to the third,0,1011
SW,Temperate with phenomenological induction,Uninfected,to the fourth,0,10110
SW,Temperate with phenomenological induction,Uninfected,to the fifth,0,101088
SW,Temperate with phenomenological induction,Preinfected,to the first,0,10
SW,Temperate with phenomenological induction,Preinfected,to the second,0,101
SW,Temperate with phenomenological induction,Preinfected,to the third,0,1011
SW,Temperate with phenomenological induction,Preinfected,to the fourth,0,10110
SW,Temperate with phenomenological induction,Preinfected,to the fifth,0,99254
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,0,10
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,0,101
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,0,1011
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,0,10110
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,0,99254
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,1,21
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,1,208
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,1,2066
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,1,20461
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,1,65963
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,1,21
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,1,208
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,1,2067
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,1,20524
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,1,203440
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,1,21
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,1,207
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,1,2060
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,1,20462
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,1,60506
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,1,21
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,1,206
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,1,2052
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,1,20379
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,1,60504
SW,Virulent lytic-only,10:1 Co-incubation,to the first,1,21
SW,Virulent lytic-only,10:1 Co-incubation,to the second,1,207
SW,Virulent lytic-only,10:1 Co-incubation,to the third,1,1957
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,1,11702
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,1,65962
SW,Virulent lytic-only,Uninfected,to the first,1,21
SW,Virulent lytic-only,Uninfected,to the second,1,208
SW,Virulent lytic-only,Uninfected,to the third,1,2067
SW,Virulent lytic-only,Uninfected,to the fourth,1,20524
SW,Virulent lytic-only,Uninfected,to the fifth,1,203440
SW,Virulent lytic-only,Preinfected,to the first,1,6
SW,Virulent lytic-only,Preinfected,to the second,1,61
SW,Virulent lytic-only,Preinfected,to the third,1,605
SW,Virulent lytic-only,Preinfected,to the fourth,1,6052
SW,Virulent lytic-only,Preinfected,to the fifth,1,60506
SW,Virulent lytic-only,Preinfected with added viruses,to the first,1,6
SW,Virulent lytic-only,Preinfected with added viruses,to the second,1,61
SW,Virulent lytic-only,Preinfected with added viruses,to the third,1,605
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,1,6050
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,1,60504
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,1,21
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,1,208
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,1,2067
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,1,20524
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,1,65962
SW,Temperate with phenomenological induction,Uninfected,to the first,1,21
SW,Temperate with phenomenological induction,Uninfected,to the second,1,208
SW,Temperate with phenomenological induction,Uninfected,to the third,1,2067
SW,Temperate with phenomenological induction,Uninfected,to the fourth,1,20524
SW,Temperate with phenomenological induction,Uninfected,to the fifth,1,203440
SW,Temperate with phenomenological induction,Preinfected,to the first,1,21
SW,Temperate with phenomenological induction,Preinfected,to the second,1,208
SW,Temperate with phenomenological induction,Preinfected,to the third,1,2067
SW,Temperate with phenomenological induction,Preinfected,to the fourth,1,20524
SW,Temperate with phenomenological induction,Preinfected,to the fifth,1,60506
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,1,21
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,1,208
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,1,2067
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,1,20524
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,1,60504
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,2,42
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,2,415
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,2,3810
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,2,19776
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,2,40209
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,2,42
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,2,418
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,2,4109
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,2,40266
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,2,392682
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,2,31
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,2,285
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,2,2747
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,2,22347
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,2,36882
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,2,13
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,2,131
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,2,1306
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,2,13059
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,2,36881
SW,Virulent lytic-only,10:1 Co-incubation,to the first,2,42
SW,Virulent lytic-only,10:1 Co-incubation,to the second,2,412
SW,Virulent lytic-only,10:1 Co-incubation,to the third,2,3469
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,2,7490
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,2,40208
SW,Virulent lytic-only,Uninfected,to the first,2,42
SW,Virulent lytic-only,Uninfected,to the second,2,418
SW,Virulent lytic-only,Uninfected,to the third,2,4109
SW,Virulent lytic-only,Uninfected,to the fourth,2,40266
SW,Virulent lytic-only,Uninfected,to the fifth,2,392682
SW,Virulent lytic-only,Preinfected,to the first,2,4
SW,Virulent lytic-only,Preinfected,to the second,2,37
SW,Virulent lytic-only,Preinfected,to the third,2,369
SW,Virulent lytic-only,Preinfected,to the fourth,2,3689
SW,Virulent lytic-only,Preinfected,to the fifth,2,36882
SW,Virulent lytic-only,Preinfected with added viruses,to the first,2,4
SW,Virulent lytic-only,Preinfected with added viruses,to the second,2,37
SW,Virulent lytic-only,Preinfected with added viruses,to the third,2,369
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,2,3688
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,2,36881
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,2,42
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,2,418
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,2,4109
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,2,40266
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,2,40208
SW,Temperate with phenomenological induction,Uninfected,to the first,2,42
SW,Temperate with phenomenological induction,Uninfected,to the second,2,418
SW,Temperate with phenomenological induction,Uninfected,to the third,2,4109
SW,Temperate with phenomenological induction,Uninfected,to the fourth,2,40266
SW,Temperate with phenomenological induction,Uninfected,to the fifth,2,392682
SW,Temperate with phenomenological induction,Preinfected,to the first,2,42
SW,Temperate with phenomenological induction,Preinfected,to the second,2,418
SW,Temperate with phenomenological induction,Preinfected,to the third,2,4109
SW,Temperate with phenomenological induction,Preinfected,to the fourth,2,40266
SW,Temperate with phenomenological induction,Preinfected,to the fifth,2,36882
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,2,42
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,2,418
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,2,4109
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,2,40266
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,2,36881
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,3,84
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,3,808
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,3,6485
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,3,13610
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,3,24145
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,3,85
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,3,820
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,3,7901
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,3,75554
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,3,716137
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,3,53
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,3,473
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,3,3815
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,3,15664
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,3,22147
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,3,8
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,3,81
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,3,811
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,3,8140
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,3,22147
SW,Virulent lytic-only,10:1 Co-incubation,to the first,3,84
SW,Virulent lytic-only,10:1 Co-incubation,to the second,3,803
SW,Virulent lytic-only,10:1 Co-incubation,to the third,3,5385
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,3,4498
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,3,24145
SW,Virulent lytic-only,Uninfected,to the first,3,85
SW,Virulent lytic-only,Uninfected,to the second,3,820
SW,Virulent lytic-only,Uninfected,to the third,3,7901
SW,Virulent lytic-only,Uninfected,to the fourth,3,75554
SW,Virulent lytic-only,Uninfected,to the fifth,3,716137
SW,Virulent lytic-only,Preinfected,to the first,3,2
SW,Virulent lytic-only,Preinfected,to the second,3,22
SW,Virulent lytic-only,Preinfected,to the third,3,222
SW,Virulent lytic-only,Preinfected,to the fourth,3,2215
SW,Virulent lytic-only,Preinfected,to the fifth,3,22147
SW,Virulent lytic-only,Preinfected with added viruses,to the first,3,2
SW,Virulent lytic-only,Preinfected with added viruses,to the second,3,22
SW,Virulent lytic-only,Preinfected with added viruses,to the third,3,221
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,3,2215
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,3,22147
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the first,3,85
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the second,3,820
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the third,3,7901
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fourth,3,75549
SW,Temperate with phenomenological induction,10:1 Co-incubation,to the fifth,3,24145
SW,Temperate with phenomenological induction,Uninfected,to the first,3,85
SW,Temperate with phenomenological induction,Uninfected,to the second,3,820
SW,Temperate with phenomenological induction,Uninfected,to the third,3,7901
SW,Temperate with phenomenological induction,Uninfected,to the fourth,3,75554
SW,Temperate with phenomenological induction,Uninfected,to the fifth,3,716137
SW,Temperate with phenomenological induction,Preinfected,to the first,3,85
SW,Temperate with phenomenological induction,Preinfected,to the second,3,820
SW,Temperate with phenomenological induction,Preinfected,to the third,3,7901
SW,Temperate with phenomenological induction,Preinfected,to the fourth,3,75552
SW,Temperate with phenomenological induction,Preinfected,to the fifth,3,22147
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the first,3,85
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the second,3,820
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the third,3,7901
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fourth,3,75543
SW,Temperate with phenomenological induction,Preinfected with added viruses,to the fifth,3,22147
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the first,4,155
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the second,4,1434
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the third,4,8399
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fourth,4,9387
SW,Temperate with autophagy-triggered induction,10:1 Co-incubation,to the fifth,4,14718
SW,Temperate with autophagy-triggered induction,Uninfected,to the first,4,155
SW,Temperate with autophagy-triggered induction,Uninfected,to the second,4,1461
SW,Temperate with autophagy-triggered induction,Uninfected,to the third,4,13641
SW,Temperate with autophagy-triggered induction,Uninfected,to the fourth,4,125870
SW,Temperate with autophagy-triggered induction,Uninfected,to the fifth,4,1147136
SW,Temperate with autophagy-triggered induction,Preinfected,to the first,4,93
SW,Temperate with autophagy-triggered induction,Preinfected,to the second,4,816
SW,Temperate with autophagy-triggered induction,Preinfected,to the third,4,4486
SW,Temperate with autophagy-triggered induction,Preinfected,to the fourth,4,10799
SW,Temperate with autophagy-triggered induction,Preinfected,to the fifth,4,13500
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the first,4,5
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the second,4,51
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the third,4,510
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fourth,4,5139
SW,Temperate with autophagy-triggered induction,Preinfected with added viruses,to the fifth,4,13500
SW,Virulent lytic-only,10:1 Co-incubation,to the first,4,155
SW,Virulent lytic-only,10:1 Co-incubation,to the second,4,1426
SW,Virulent lytic-only,10:1 Co-incubation,to the third,4,5908
SW,Virulent lytic-only,10:1 Co-incubation,to the fourth,4,2742
SW,Virulent lytic-only,10:1 Co-incubation,to the fifth,4,14718
SW,Virulent lytic-only,Uninfected,to the first,4,155
SW,Virulent lytic-only,Uninfected,to the second,4,1461
SW,Virulent lytic-only,Uninfected,to the third,4,13641
SW,Virulent lytic-only,Uninfected,to the fourth,4,125870
SW,Virulent lytic-only,Uninfected,to the fifth,4,1147136
SW,Virulent lytic-only,Preinfected,to the first,4,1
SW,Virulent lytic-only,Preinfected,to the second,4,14
SW,Virulent lytic-only,Preinfected,to the third,4,136
SW,Virulent lytic-only,Preinfected,to the fourth,4,1350
SW,Virulent lytic-only,Preinfected,to the fifth,4,13500
SW,Virulent lytic-only,Preinfected with added viruses,to the first,4,1
SW,Virulent lytic-only,Preinfected with added viruses,to the second,4,13
SW,Virulent lytic-only,Preinfected with added viruses,to the third,4,135
SW,Virulent lytic-only,Preinfected with added viruses,to the fourth,4,1350
SW,Virulent lytic-only,Preinfected with added viruses,to the fifth,4,13500
